input,target,prediction,target_length,levenshtein
O[CH]C(=[NH2])N.O=C=O,NC(=[NH2+])C(O)C([O-])=O,NC(=[NH2+])C([O-])=O,24,4
N[CH]C(=[NH2])N.O=C=O,NC(C(N)=[NH2+])C([O-])=O,NC(=[NH2+])C([O-])=O,24,4
N[C@@H](C(=O)O)C(=O)N,NC(=O)C([NH3+])C([O-])=O,NC(=N)C(O)(C)(O)C([NH3+])C([O-])=O,24,10
CC(C(=O)C(=N)N)C,CC(C)C(=O)C(N)=N,CC(C)(C)(C)(N)=OC(N)=N)C1,16,11
C[C@H](C(=O)C(=N)N)O,CC(O)C(=O)C(N)=N,CC(N)C(=[NH2+])C([O-])=O,16,12
CN(C(=O)C(=N)N)C,CN(C)C(=O)C(N)=N,CC(N)(C)(N)C(=O)C(N)=N)C(N),16,11
N[C@@H](C(=O)O)C(C)C,CC(C)C([NH3+])C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,23,4
C[C@H](C(=O)O)N(C)C,CC([NH+](C)C)C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,22,7
C[C@@H](C(=O)O)[C@H](N)C,CC([NH3+])C(C)C([O-])=O,CC(C)C([NH3+])C([O-])=O,23,8
C[C@H]([C@H](C(=O)O)N)N,CC([NH3+])C(N)C([O-])=O,CC(C)C([NH3+])C([O-])=O,23,8
C[C@H]([C@H](C(=O)O)O)N,CC([NH3+])C(O)C([O-])=O,CC([NH3+])C(O)C([O-])=O,23,0
C[C@H]([C@H](C(=O)O)N)O,CC(O)C([NH3+])C([O-])=O,CC([NH3+])C(O)C([O-])=O,23,8
C[C@]1(CCN1)C(=O)O,CC1(CC[NH2+]1)C([O-])=O,CC1(CC1)C([NH3+])C([O-])=O,23,6
OC(=O)C1(C)CNC1,CC1(C[NH2+]C1)C([O-])=O,CC1(CC1)C([NH2+]C([O-])=O)C1,23,11
OC(=O)C1(N)CCC1,[NH3+]C1(CCC1)C([O-])=O,CC1(CC1)C([NH2+]C([O-])=O)C1,23,17
OC(=O)C1(N)CNC1,NC1(C[NH2+]C1)C([O-])=O,NC1(CN1)C([NH2+]C([O-])=O)C(O1)C#N,23,17
OC(=O)C1(N)COC1,[NH3+]C1(COC1)C([O-])=O,NC1(C([NH3+])C1)C([O-])=OC(O)=O,23,17
OC(=O)C1(O)CNC1,OC1(C[NH2+]C1)C([O-])=O,NC1(C([NH3+])C1)C([O-])=OC(O)=O,23,10
C[C@H]1C[C@]1(N)C(=O)O,CC1CC1([NH3+])C([O-])=O,CC1CC1([NH3+])C([O-])=O,23,0
O[C@@H]1C[C@@]1(N)C(=O)O,[NH3+]C1(CC1O)C([O-])=O,[NH3+]C1(C1O)C([O-])=O,23,1
N[C@]1(C[C@H]1N)C(=O)O,NC1(CC1[NH3+])C([O-])=O,CC1C(N1)C([NH3+])C([O-])=O,23,6
N[C@H]1C[C@]1(O)C(=O)O,[NH3+]C1CC1(O)C([O-])=O,[NH3+]C1(CC1O)C([O-])=O,23,2
N[C]1C[C@@H]([N]1)C(=O)O,[O-]C(=O)C1CC(=[NH2+])N1,CC1C2C1(NC1)ON=N2,24,19
C[C@H]1C[C@@H](N1)C(=O)O,CC1CC([NH2+]1)C([O-])=O,CC1C([NH3+])C1C([O-])=O,23,5
C[C@H]1N[C@H]1CC(=O)O,CC1[NH2+]C1CC([O-])=O,CC1CC1[NH2+]C1C([O-])=O,21,4
N[C@H]1C[C@H]1CC(=O)O,[NH3+]C1CC1CC([O-])=O,CC1CC1[NH2+]C1C([O-])=O,21,11
OC(=O)C[C@H]1CCN1,[O-]C(=O)CC1CC[NH2+]1,CC1CC1[NH2+]C1C([O-])=O,21,18
NC[C@@H]1COC(=O)C1,[O-]C(=O)CC1C[NH2+]C1,CC1[NH2+]CC1C([O-])=O,21,17
OC(=O)CN1CCC1,[O-]C(=O)C[NH+]1CCC1,NC1(C[NH2+]CC1)C([O-])=O,20,20
NCC(=NCC#N)O,[NH3+]CC(=O)[N-]CC#N,NC(C#N)C(N)C#N)CC#N,20,13
NCCN=C(C#N)O,[NH3+]CC[N-]C(=O)C#N,NC(C#N)C(N)C#N)CC#N,20,14
NCCC(C#N)C#N,[NH3+]CC[C-](C#N)C#N,CCC#NC(C#N)C#N)C#N,20,11
N=CN(C(=N)N)C=O,NC(=N)N(C=N)C=O,NC(=N)NC(=O)C(N)=N1,15,8
O=CN(C(=N)N)C=O,NC(=N)N(C=O)C=O,NC(=N)NC(=O)C(=O)C(N)C=O,15,9
CN[C@H](C(=O)O)C#C,C[NH2+]C(C#C)C([O-])=O,CC([NH3+])C(C#C)C([O-])=O,22,4
CO[C@H](C(=N)N)C#N,COC(C#N)C(N)=N,NC(=N)C(C#N)C(N)C#N,14,7
NC[C@H](C(=O)O)C#C,[NH3+]CC(C#C)C([O-])=O,CC([NH3+])C(C#C)C([O-])=O,22,4
C=CC#N.O=C=O.N,[NH3+]CC(C#N)C([O-])=O,[NH3+]CCC1=C([O-])C(=O)N=O1,22,11
CCN(C(=N)N)C=O,CCN(C=O)C(N)=N,NC(=N)C(C)C(=O)CN1,14,10
CC[C@H](C(=O)O)CN,CCC(C[NH3+])C([O-])=O,CCC(C)C([NH3+])C([O-])=O,21,3
CC[C@H](C(=O)O)NC,CCC([NH2+]C)C([O-])=O,CCC(C)C([NH3+])C([O-])=O,21,6
CN[C@H](C(=O)O)CO,C[NH2+]C(CO)C([O-])=O,CC([NH3+])C(O)C([O-])=O,21,5
NC[C@H](C(=O)O)CO,[NH3+]CC(CO)C([O-])=O,CC([NH3+])C(O)C([O-])=O,21,5
NC(=N)[C@]1(CO1)C#N,NC(=N)C1(CO1)C#N,NC1(C#N)C(=N)O1)C#N,16,7
CNC1(CC1)C(=O)O,C[NH2+]C1(CC1)C([O-])=O,CC1(CC1)C([NH2+]C([O-])=O)C1,23,17
NCC1(CC1)C(=O)O,[NH3+]CC1(CC1)C([O-])=O,CC1(CC1)C([NH2+]C([O-])=O)C1,23,17
NC[C@]1(CN1)C(=O)O,[NH3+]CC1(CN1)C([O-])=O,NC1(CC1)C([NH3+])C([O-])=O,23,12
NC[C@]1(CO1)C(=O)O,[NH3+]CC1(CO1)C([O-])=O,[NH3+]C1(CC1)C(O)C([O-])=O,23,6
NCC1=COC(=O)C1,[NH3+]CC1=CC(=O)O[CH-]1,NC1=C(OC=C(O)O1)CC=CC1,23,16
C=C1C=CC(=O)O1.N,[NH3+]C[C-]1OC(=O)C=C1,[NH3+]CC1=CC([O-])C(=O)O1,22,12
OC(=O)CC[C@H]1CN1,[O-]C(=O)CCC1C[NH2+]1,CC1CC1[NH2+]C1C([O-])=O,21,18
OC(=O)CNC1CC1,[O-]C(=O)C[NH2+]C1CC1,NC1(C[NH2+]CC1)C([O-])=O,21,18
NC[C@@]1(O)C=C1C=O,OC12C[NH2+]C1[C-]2C=O,[O-]C(=O)C1CC2C1[NH2+]C2C2,21,18
NC(=N)N1CCC1=O,NC(=N)N1CCC1=O,NC1=NC(C=N)N=C(O)C1,14,11
N[C]1[CH]CN1.O=C=O,[O-]C(=O)C1CNC1=[NH2+],N=C1OC=C(O1)C=NC1,22,17
C[C@H]1CN[C@H]1C(=O)O,CC1C[NH2+]C1C([O-])=O,CC1CC1[NH2+]C1C([O-])=O,21,2
C[C@H]1NC[C@H]1C(=O)O,CC1[NH2+]CC1C([O-])=O,CC1CC1[NH2+]C1C([O-])=O,21,4
CN1CC[C@H]1C(=O)O,C[NH+]1CCC1C([O-])=O,CC1CC1[NH2+]C1C([O-])=O,20,9
N[C@H]1CC[C@H]1C(=O)O,[NH3+]C1CCC1C([O-])=O,CC1CC1[NH2+]C1C([O-])=O,21,11
N[C@H]1CN[C@H]1C(=O)O,NC1C[NH2+]C1C([O-])=O,N=C1NC(C=O)C1CO,21,14
N[C@H]1CO[C@H]1C(=O)O,[NH3+]C1COC1C([O-])=O,[NH3+]C1CC1OC([O-])=O,21,2
O[C@H]1CN[C@H]1C(=O)O,OC1C[NH2+]C1C([O-])=O,[NH3+]C1CC1OC([O-])=O,21,9
C[C@H]1CN1[C](C#N)[NH],CC1CN1C(=N)C#N,N=C1NC(C#N)C1C#C,14,9
C[C@H]1CN1[C](C=O)[NH],CC1CN1C(=N)C=O,CC1CC2=C(N1)N=CO,14,7
O=C1O[C@@H](N2[C@@H]1C2)N,[O-]C(=O)C1CN1C=[NH2+],[NH3+]C1C2C1NC2C([O-])=O,22,18
CN[C@H]1C[C@H]1C(=O)O,C[NH2+]C1CC1C([O-])=O,CC1CC1[NH2+]C1C([O-])=O,21,8
[NH3][CH][C@H]1C[C@H]1C(=O)O,[NH3+]CC1CC1C([O-])=O,CC1CC1C2C([NH3+])C1C([O-])=O,21,14
NC[C@H]1N[C@H]1C(=O)O,[NH3+]CC1NC1C([O-])=O,N=C1NC(C=O)C1CO,21,13
NC[C@H]1O[C@H]1C(=O)O,[NH3+]CC1OC1C([O-])=O,[NH3+]C1CC1OC([O-])=O,21,3
OC(=O)[C@H]1CN[CH][N]1,[O-]C(=O)C1C[NH+]=CN1,N=C1OC=C(O1)C=N1,21,14
OC(=O)[C@H]1CN[CH][N]1,[O-]C(=O)C1CNC=[NH+]1,N=C1OC=C(O1)C=N1,21,15
OC(=O)[C@H]1NCC=C1,[O-]C(=O)C1[NH2+]CC=C1,N=C1OC=C(C=O1)C=CO1,22,16
NC(=N)C1OCCO1,NC(=N)C1OCCO1,NC1=C(NC(O)OC1)C(=N)O1,13,12
OC(=O)[C@H]1CCCN1,[O-]C(=O)C1CCC[NH2+]1,CC1CC1[NH2+]C1C([O-])=O,21,19
OC(=O)[C@@H]1CNCC1,[O-]C(=O)C1CC[NH2+]C1,CC1[NH2+]CC1C([O-])=O,21,18
OC(=O)[C@@H]1[C@@H]([C@@H]1C)N,CC1C([NH3+])C1C([O-])=O,CC1C([NH3+])C1C([O-])=O,23,0
N[C@@H]1[C@@H]([C@@H]1C(=O)O)N,NC1C([NH3+])C1C([O-])=O,CC1C([NH3+])C1C([O-])=O,23,1
OC(=O)[C@@H]1[C@@H]([C@@H]1N)O,[NH3+]C1C(O)C1C([O-])=O,[NH3+]C1C(O)C1C([O-])=O,23,0
OC(=O)[C@@]12C[C@H]2CN1,[O-]C(=O)C12CC1C[NH2+]2,[O-]C(=O)C12CC1[NH2+]C2C2C12,23,7
OC(=O)[C@H]1N[C@@H]2[C@H]1C2,[O-]C(=O)C1[NH2+]C2CC12,[O-]C(=O)C1C2CC1[NH2+]C2,23,9
O=C(C(=N)N)C1CC1,NC(=N)C(=O)C1CC1,NC1(CC2=NC(C1)C([NH2+])C([O-])=O,16,22
NC(=N)C(=O)[C@H]1CN1,NC(=N)C(=O)C1CN1,NC1=C(N)N=C(C)O1,16,10
NC(=N)C(=O)[C@H]1CO1,NC(=N)C(=O)C1CO1,NC1=C(O)C(=N)NC=CO1,16,7
O=C(C(=N)N)N1CC1,NC(=N)C(=O)N1CC1,NC1=NC(C(=N)C(O)=N1)CC(N)C1,16,13
C[C@H](C(=O)O)[C@H]1CN1,CC(C1C[NH2+]1)C([O-])=O,CC1C([NH3+])C1C([O-])=O,23,7
N[C@H](C(=O)O)C1CC1,[NH3+]C(C1CC1)C([O-])=O,CC1(CC1[NH3+])C([O-])=O,23,13
N[C@H](C(=O)O)[C@H]1CN1,[NH3+]C(C1CN1)C([O-])=O,CC1C(N1C([NH3+])C([O-])=O,23,13
N[C@H](C(=O)O)[C@H]1CO1,[NH3+]C(C1CO1)C([O-])=O,[NH3+]C1(CC1O)C([O-])=O,23,4
OC(=O)[C@@H]1[C@H]2[C@@H]1CN2,[O-]C(=O)C1C2C[NH2+]C12,[O-]C(=O)C1C2C[NH2+]C12,23,0
[N][N][C]1CCNC1=O,C1CC2=C(N1)ON=N2,N=C1NC2=C1ON=C2,16,7
[N][N][C]1CCOC1=O,C1CC2=C(O1)ON=N2,N=C1OC2=C1ON=C2,16,7
[N][N][C]1OCOC1=O,C1OC2=C(O1)N=NO2,O=C1ON=C2OC12=N2,16,9
[N][N][C]1COCC1=O,C1OCC2=C1ON=N2,N=C1OC2=C1ON=C2,14,4
C[C@H](c1cnn[nH]1)N,CC([NH3+])C1=CN=N[N-]1,CC1=NC(=N)N=C1C,22,15
C[C@H](c1nnn[nH]1)N,CC([NH3+])C1=N[N-]N=N1,NC1=C(N)N=CNN1C,22,16
[O][C][CH]C(=O)C.N#N,CC1=CC(=O)N=NO1,N=C1OC=C(C=O)N=N1,15,6
CC1=C([NH])NN=CC1,CC1=CC=NNC1=N,N=C1NC=CNC=C1C2,13,9
CC1CNNNC1[NH],CC1=CN=NNC1=N,N=C1NN=CNC=C1CN1C,13,10
[O][C][C](C=O)C.N#N,CC1=CON=NC1=O,N=C1OC=C2=C(O1)C#N,13,13
C[C@H]1NN=CC(=N1)[NH],CC1=NC(=N)C=NN1,N=C1N=CNC(C)=N1,15,8
CC1=N[C@H](N=NN1)[NH],CC1=NC(=N)N=NN1,N=C1NN=C(N)N=C1,15,7
[NH][C][N]C(=O)C.N#N,CC1=NC(=N)N=NO1,N=C1N=C(N=NO1)C#N,15,11
CC1CNNC(N1)[NH],CC1=NC(=N)NN=C1,NC1=NNC(=N)C(C)=N1,15,7
O=C=NC(=O)C.N#N,CC1=NC(=O)N=NO1,NC(=[NH2+])NC(C#N)C([O-])=O,15,20
[NH]C1NCC(NN1)C,CC1=NNC(=N)N=C1,NC1=NNC(=N)C(C)=N1,15,6
CC1=NNCN=C1[NH],CC1=NNC=NC1=N,N=C1NN=CNC=C1C=N,13,7
CCC1=NO[C@@H](O1)[NH],CCC1=NOC(=N)O1,N=C1NC(C=O)C1CO,14,9
CCN1C=NO[C@@H]1[NH],CCN1C=NOC1=N,N=C1NN=C(CC1C)=O,12,11
CCN1[C@@H]([NH])OC=N1,CCN1N=COC1=N,CN1C=NC(=N)OC1=N,12,7
CCN1[C@@H]([NH])NN=N1,CCN1N=NNC1=N,NC1=NNC(=N)N=C1,12,9
CCN1[C@@H]([NH])ON=N1,CCN1N=NOC1=N,NC1=NNC(=N)N1C(O)=N,12,12
CN1[C@H]([NH])NN=C1O,CN1C(=N)NN=C1O,NC1=NNC(=N)N1C=O,14,7
CN1[C@@H]([NH])ON=C1C,CN1C(=N)ON=C1C,CN1C=NC(=N)OC1=N,14,7
[NH][C@@H]1ON=C(N1C)N,CN1C(=N)ON=C1N,NC1=NNC(=N)N1C(O)=N,14,10
CN1[C@H]([NH])ON=C1O,CN1C(=N)ON=C1O,N=C1NC(=N)O1C=O,14,7
CN1CN=C(C=N1)[NH],CN1C=NC(=N)C=N1,NC1=NC(=N)N=CNC1=C,15,8
CN1C=N[C@@H](N=N1)[NH],CN1C=NC(=N)N=N1,NC1=NNC(=N)N=C1,15,5
CC1=NN([C@H](O1)[NH])C,CN1N=C(C)OC1=N,CC1=NC(=N)NC(=C)O1,14,11
NC1=NN([C@@H](O1)[NH])C,CN1N=C(N)OC1=N,NC1=NC(=N)NC(O)=N1,14,10
CN1[C@@H]([NH])NC(=N1)O,CN1N=C(O)NC1=N,NC1=NC(=N)NC(O)=N1,14,10
CN1[C@@H]([NH])OC(=N1)O,CN1N=C(O)OC1=N,NC1=C(N)OC(=N)N1,14,8
CN1N=CCC=C1[NH],CN1N=CC=CC1=N,N=C1N=CN=CN1C=CC1C2,13,9
[NH]C1NCCNN1C,CN1N=CC=NC1=N,N=C1NN=CNC=C1CN1C,13,9
CN1N=N[C@H](N=N1)[NH],CN1N=NC(=N)N=N1,NC1=NNC(=N)N=N1,15,4
CN1NNCCC1[NH],CN1N=NC=CC1=N,N=C1NN=CNC=C1CN1C,13,9
[NH][C@@H]1N(C)N=NN1C,CN1N=NN(C)C1=N,NC1=NNC(=N)N=C1,14,10
C[N][C][CH]C=O.N#N,CN=C1C=CON=N1,N=C1N=CN=CO1C#C,13,8
C[N]C1=NCNN=C1,CN=C1C=NNC=N1,N=C1NN=CN=CN1C2,13,8
C[N][C][N]C=O.N#N,CN=C1N=CON=N1,N=C1N=CN=CO1,13,4
C[N]C1=CCC=NN1,CN=C1NN=CC=C1,N=C1N=CN=CN1C2,13,6
C[N]C1NCCNN1,CN=C1NN=CC=N1,N=C1NN=CNC=C1C2,13,5
C[N]C1CCNNN1,CN=C1NN=NC=C1,N=C1NN=CNC=C1C2,13,4
CN[C](C(=O)N)[N][N],CNC1=C(N)ON=N1,NC1=C(NC2)N=NON=N1,14,6
CNC1=NO[C@H](N1)[NH],CNC1=NOC(=N)N1,NC1=NNC(=N)N1C=O,14,5
CNC1=NO[C@@H](O1)[NH],CNC1=NOC(=N)O1,NC1=NOC(=N)N1CC1=O,14,7
COC1=NN[C@@H](N1)[NH],COC1=NNC(=N)N1,NC1=NNC(=N)N1C(O)=N,14,8
COC1=NO[C@H](O1)[NH],COC1=NOC(=N)O1,N=C1ON=C(O1)C(=O)O1,14,9
[N][N]C1=C[CH]NC1=O,N1C=CC2=C1ON=N2,N=C1N=C2C=C1ON=N2,15,5
[NH][C@@H]1O[N]N=C(N1)[NH],N=C1NC(=N)N=NO1,N=C1N=NNC(=N)O1,15,6
[NH][C@H]1NC(=NO1)C#C,N=C1NC(=NO1)C#C,N=C1N=C(O1)C#N,15,4
[NH][C@H]1NC(=NO1)C#N,N=C1NC(=NO1)C#N,N=C1N=NOC(=N1)C#N,15,4
[NH][C@@H]1NC(=NO1)C=O,N=C1NC(C=O)=NO1,N=C1N=C(O)N=CO1,15,5
[NH][C@H]1NC=NN1C=O,N=C1NC=NN1C=O,N=C1N=NNC=C1C=O,13,4
[NH][C@@H]1NC(=NN1)C#N,N=C1NN=C(N1)C#N,N=C1NN=NC(C#N)C1=N,15,6
[NH][C@@H]1NN=CN1C=O,N=C1NN=CN1C=O,N=C1N=NNC(=O)=C1,13,8
[NH][C@H]1N[N]N=C(N1)[NH],N=C1NN=NC(=N)N1,N=C1NN=NC(=N)N1,15,0
[NH][C@H]1NN=NN1C=O,N=C1NN=NN1C=O,N=C1N=NNN=C1=N,13,5
[NH][C@H]1OC=NN1C=O,N=C1OC=NN1C=O,N=C1N=NOC=C1C=O,13,5
[NH][C@@H]1OC(=NO1)C#C,N=C1ON=C(O1)C#C,N=C1ON=C(O1)C#C,15,0
[NH][C@@H]1OC(=NO1)C#N,N=C1ON=C(O1)C#N,N=C1ON=C(O1)C#N,15,0
[NH][C@H]1OC(=NO1)C=O,N=C1ON=C(O1)C=O,N=C1ON=C(O1)C=O,15,0
[NH][C@@H]1ON=C2N1CC2,N=C1ON=C2CCN12,N=C1NN=C2C(CC2)O1,14,7
[NH][C@H]1ON=CN1C=O,N=C1ON=CN1C=O,N=C1N=NOC=C1C=O,13,5
[NH][C@H]1ON=NN1C=O,N=C1ON=NN1C=O,N=C1N=NOC(=N)N1,13,8
[N][N][CH]C(=O)O[CH][NH],N=COC1=CN=NO1,N=C1N=COC(=N)O1,13,7
NC(=N)c1ccno1,NC(=N)C1=CC=NO1,NC1=NC(=N)C(N)=CN1,15,10
NC(=N)c1cnno1,NC(=N)C1=CN=NO1,NC1=NC(N=N1)C(N)=NO2,15,10
NC(=N)c1c[nH]nn1,NC(=N)C1=CNN=N1,NC1=NNC(=N)C(N1)=N,15,9
NC(=N)c1conc1,NC(=N)C1=CON=C1,NC1=NC(=N)C(N)=CN1,15,8
NC(=N)c1conn1,NC(=N)C1=CON=N1,NC1=NC(N=N1)C(N)=NO2,15,11
NC(=N)c1ncno1,NC(=N)C1=NC=NO1,NC1=NC(N=N1)C(N)=NO2,15,10
NC(=N)c1n[nH]cn1,NC(=N)C1=NNC=N1,NC1=NNC(=N)C(N1)=N,15,8
NC(=N)c1cn[nH]n1,NC(=N)C1=NNN=C1,NC1=NNC(=N)C(N1)=N,15,10
NC(=N)c1n[nH]nn1,NC(=N)C1=NNN=N1,NC1=NNC(=N)N=N1,15,4
NC(=N)c1ccon1,NC(=N)C1=NOC=C1,NC1=NC(=N)C(N)=CN1,15,8
NC(=N)c1nocn1,NC(=N)C1=NOC=N1,NC1=NC(N=N1)C(N)=NO2,15,11
NC(=N)c1cnon1,NC(=N)C1=NON=C1,NC1=NC(N=N1)C(N)=NO2,15,12
NC(=N)c1nonn1,NC(=N)C1=NON=N1,NC1=NNC(=N)N=N1,15,4
NC(=N)n1nnnn1,NC(=N)N1N=NN=N1,NC1=NNN=NC(N1)N=N,15,8
[N][N][C](C(=O)N)C=O,NC1=C(C=O)N=NO1,NC1=C(O)N=NC2=C1O,15,7
[N][N][C](C(=O)N)C#C,NC1=C(N=NO1)C#C,NC1=C(C#N)NC(=N)O1,15,10
[N][N][C](C(=O)N)C#N,NC1=C(N=NO1)C#N,NC1=NC(C#N)C(=N)O1,15,10
[NH][C][CH]C(=O)N.N#N,NC1=CC(=N)N=NO1,N=C1N=C(NC=O)N=N1,15,7
[O][C][CH]C(=O)N.N#N,NC1=CC(=O)N=NO1,N=C1N=C(OC=N1)C#N,15,11
[NH]C1=C(N)CC=NN1,NC1=CC=NNC1=N,NC1=NC(=N)N=CNC1=C,13,7
[NH]C1NNNCC1N,NC1=CN=NNC1=N,N=C1NNN=CN1C=N,13,6
NC1CNNCC1[NH],NC1=CNN=CC1=N,N=C1NN=CNC=C1CN1C,13,8
NC1=N[C@@H](N=NN1)[NH],NC1=NC(=N)N=NN1,NC1=NNC(=N)N=N1,15,2
[NH][C][N]C(=O)N.N#N,NC1=NC(=N)N=NO1,N=C1N=NNC(C=O)N=N1,15,6
O=C=NC(=O)N.N#N,NC1=NC(=O)N=NO1,NC(=N)N1=NOC(=N)O1,15,8
NC1=NNCN=C1[NH],NC1=NNC=NC1=N,N=C1NN=NNC=C1=N,13,4
NCc1c(O)cn[nH]1,[NH3+]CC1=C([O-])C=NN1,NC1=C(NC=N1)C(O)=CN1,22,15
C=C1ON=CC1=O.N,[NH3+]CC1=C([O-])C=NO1,NC1=C([NH3+])C([O-])=CNO1,22,12
C=C1ON=NC1=O.N,[NH3+]CC1=C([O-])N=NO1,NC1=NC(N=O)N=C1CO,22,15
NCc1nn[nH]c1O,[NH3+]CC1=C([O-])NN=N1,N=C1NN=C(C=N1)C=O1,22,15
NCc1cnoc1O,[NH3+]CC1=C([O-])ON=C1,N=C1NC=C(O1)C=NO1,22,14
NCc1nnoc1O,[NH3+]CC1=C([O-])ON=N1,N=C1N=NOC=C1C=NO2,22,17
C=C1N=NC(=O)O1.N,[NH3+]CC1=N[N-]C(=O)O1,NC1=NC(C(=O)N=NO1)C1,22,16
NCc1nnc([nH]1)O,[NH3+]CC1=N[N-]C(O)=N1,NC1=NC(=N)N=C(O1)C,22,14
NCc1n[nH]cc1O,[NH3+]CC1=NNC=C1[O-],N=C1N=CNC=C1C2=C(O1)C=N,20,17
NC[C]1NOC(=N1)[NH],[NH3+]CC1=NOC(=N)[N-]1,NC1=NC(=N)N=C1O,22,11
NCc1cc(=O)o[nH]1,[NH3+]CC1=NOC([O-])=C1,N=C1NC=C(O1)C=CO1,22,14
NCc1nocc1O,[NH3+]CC1=NOC=C1[O-],N=C1NC=C(O1)C=NO1,20,15
NCc1nonc1O,[NH3+]CC1=NON=C1[O-],N=C1N=NOC=C1C=NO2,20,13
[N][N]C1=C[CH]OC1=O,O1C=CC2=C1ON=N2,N=C1OC=C2=C1ON=N2,15,5
[N][N][C]1N=COC1=O,O1C=NC2=C1ON=N2,N=C1ON=C2C1O2=N2,15,7
[N][N][C]1C=NOC1=O,O1N=CC2=C1ON=N2,N=C1ON=C2C1O2=N2,15,7
[N][N][C][N][N].O=C=O,O1N=NC2=C1ON=N2,N=C1N=C2ON=N=N2,15,8
[N][N][CH]C(=O)OC=O,O=COC1=CN=NO1,N=C1OC=C(O)ON=N1,13,8
[NH][C][CH]C(=O)O.N#N,OC1=CC(=N)N=NO1,N=C1N=C(O)N=CO1,15,7
[O][C][CH]C(=O)O.N#N,OC1=CC(=O)N=NO1,N=C1ON=C(O)C=NO1,15,7
OC1=C([NH])NN=CC1,OC1=CC=NNC1=N,N=C1N=C(C=N1)C=O,13,8
OC1=C([NH])C=NNC1,OC1=CNN=CC1=N,N=C1N=C(C=N1)C=O,13,10
O[C@@H]1NN=CC(=N1)[NH],OC1=NC(=N)C=NN1,N=C1N=NC(C=O)N1,15,8
OC1=N[C@@H](N=NN1)[NH],OC1=NC(=N)N=NN1,N=C1N=NNC(=N)N1,15,7
[NH][C][N]C(=O)O.N#N,OC1=NC(=N)N=NO1,N=C1N=NOC(=N)N=NO1,15,4
O=C=NC(=O)O.N#N,OC1=NC(=O)N=NO1,NC(=O)NC(=O)N1=O,15,7
[NH]C1=CCNN=C1O,OC1=NNC=CC1=N,N=C1N=CN=C(C=O1)C1,13,11
[NH][C@@H]1OC(=NO1)CO,OCC1=NOC(=N)O1,N=C1ON=C(O1)C(O)C=N1,14,12
NC(=N)C[C](C#N)N[O],NC(=[NH2+])CC(=N[O-])C#N,NC1=C(NC#N)NC(=N)O1,24,15
NC(=N)C[C](C=O)N[O],NC(=[NH2+])CC(C=O)=N[O-],NC1=C(NC=[NH2+])C([O-])=O,24,14
[O]N[C](CN(C)C)C=O,C[NH+](C)CC(C=O)=N[O-],CCC1(CCC([NH3+])C([O-])=O)=O,22,20
OC[C]1CC(N1[O])(N)N,NC(=[NH2+])CC(CO)=N[O-],NC1(CNC2=N1)C(O)C(N)=N2,23,15
CC(=C(CNC)O)N=O,C[NH2+]CC(=O)C(C)=N[O-],CCC(N)(C([NH2+])CC([O-])=O)=O,23,19
CNCC(=C(O)C)N=O,C[NH2+]CC(=N[O-])C(C)=O,CCC(N)(C([NH2+])CC([O-])=O)=O,23,14
CNCC(=C(O)N)[N][O],C[NH2+]CC(=N[O-])C(N)=O,CCC1=NC(N)OC(=N)O1,23,15
[O]N[C]([C@H](C(=N)N)O)C,CC(=N[O-])C(O)C(N)=[NH2+],CC(N)C(=[NH2+])C(N)C([O-])=O,25,18
[O]N[C](C1(O)CNC1)C,CC(=N[O-])C1(O)C[NH2+]C1,CC1(CN1)C([NH2+])C([O-])=O,24,19
CN[C@H]([C](C=O)N[O])C,C[NH2+]C(C)C(C=O)=N[O-],CCC(C)C([NH3+])C([O-])=O,23,17
NC=NC[C](C#N)N[O],[O-]N=C(CNC=[NH2+])C#N,N=C1N=C(NC=O1)C#N,22,11
[O]N[C](CN=CN)C=O,[O-]N=C(CNC=[NH2+])C=O,NC1=C(NC=[NH2+])C([O-])=O,22,12
NC=NC[C](C#N)N[O],NC=[NH+]CC(=N[O-])C#N,N=C1N=C(NC=O1)C#N,21,12
[O]N[C](CN=CN)C=O,NC=[NH+]CC(C=O)=N[O-],NC1=C(NC=[NH2+])C([O-])=O,21,16
N[C@H]1NCC(=NO1)CO,OCC(CNC=[NH2+])=N[O-],NC1=C(N)N=COC1=O,21,16
CCNC[C](C=O)N[O],CC[NH2+]CC(C=O)=N[O-],CCC1=C(O)N=COC1=N,21,16
CNCC[C](C=O)N[O],C[NH2+]CCC(C=O)=N[O-],CCC1=C(O)N=COC1=N,21,16
CC(=CC#C)[N][O].CN,C[NH2+]C(C#C)C(C)=N[O-],CCC1C2C(C#N)C(N)=NO1,23,11
[O]N[C](C=O)C[C@H]1CN1,[O-]N=C(CC1C[NH2+]1)C=O,CC1C2C1OC1=N2,23,17
NCCC=C(C#N)[N][O],[O-]N=C(C#N)C1CC[NH2+]1,N=C1NC=C(CC#N)C=NO1,23,14
[O]N[C](C1CNC1)C#N,[O-]N=C(C#N)C1C[NH2+]C1,N=C1NC2=C(O1)C#N,23,18
NCCC=C(N=O)C=O,[O-]N=C(C=O)C1CC[NH2+]1,NC(=[NH2+])CCC([O-])=O,23,19
NCCC=C(N=O)CO,OCC(=N[O-])C1CC[NH2+]1,NC(=[NH2+])CCCC([O-])=O,22,14
